"","tconst","title","year","runtime","genres","averageRating","numVotes","average_age"
"53277","tt2764784","Phoenix","2014","98","Drama,History,Music",7.3,14641,35.5
"53279","tt2765340","So Young","2013","131","Drama",6.4,1803,29
"53281","tt2767948","Welcome Mr. President","2013","98","Comedy",6.2,2259,55
"53284","tt2769184","Debug","2014","86","Horror,Sci-Fi",4.3,2025,37.5
"53286","tt2769828","Peelers","2016","95","Horror",4.1,1551,23
"53287","tt2769896","Solan og Ludvig - Jul i Flåklypa","2013","76","Animation,Family",6.8,1317,50.5
"53289","tt2771200","Beauty and the Beast","2017","129","Family,Fantasy,Musical",7.2,237559,36.3333333333333
"53292","tt2771372","Veronica Mars","2014","107","Crime,Drama,Mystery",6.8,46702,37.6666666666667
"53295","tt2771800","Rigor Mortis","2013","103","Action,Horror",6.3,5010,55.5
"53297","tt2772092","Antisocial","2013","90","Horror,Sci-Fi,Thriller",4.5,2757,23
"53298","tt2776074","Angélique","2013","113","Adventure,History,Romance",6.1,1334,41.6666666666667
"53301","tt2776106","Floating Skyscrapers","2013","93","Drama,Romance",6.3,2490,26.5
"53303","tt2776344","Pee Mak","2013","115","Comedy,Horror,Romance",7.3,4010,25
"53304","tt2776878","Thank You for Your Service","2017","109","Biography,Drama,War",6.5,9987,29.5
"53306","tt2781832","Final Prayer","2013","89","Horror",5.8,5715,49
"53308","tt2782692","Ali's Wedding","2017","110","Comedy,Drama,Romance",6.9,3149,38
"53310","tt2782834","iSteve","2013","79","Biography,Comedy",5.3,1096,50.3333333333333
"53313","tt2782844","Billionaire Ransom","2016","107","Action,Adventure,Crime",5.5,2909,43
"53316","tt2783020","Jay and Silent Bob's Super Groovy Cartoon Movie","2013","64","Animation,Comedy",5.1,1537,43.5
"53318","tt2784134","Battle for Skyark","2017","88","Action,Adventure,Fantasy",2.8,1736,21
"53319","tt2784512","Zombeavers","2014","77","Action,Adventure,Comedy",4.8,14805,22
"53320","tt2784678","Top Five","2014","102","Comedy,Romance",6.4,24738,42
"53322","tt2784936","Backtrack","2015","90","Drama,Fantasy,Mystery",5.9,10531,55.6666666666667
"53325","tt2785032","The Little Death","2014","96","Comedy,Drama,Romance",7.1,23590,38.5
"53327","tt2785288","Jack Strong","2014","128","Action,Biography,Crime",7.1,3925,43
"53330","tt2786278","Amen","2013","165","Drama,Musical,Romance",7.8,2442,37.5
"53332","tt2787302","Message Man","2018","91","Action,Crime,Thriller",6.9,1595,40
"53333","tt2787824","Goal of the Dead","2014","140","Comedy,Horror",5.5,1307,34
"53334","tt2788556","Gemma Bovery","2014","99","Comedy,Drama,Romance",6.4,5140,55.5
"53336","tt2788710","The Interview","2014","112","Comedy",6.5,286089,34
"53338","tt2788716","Welcome to Me","2014","87","Comedy,Drama",5.9,17243,38.5
"53340","tt2788732","Pete's Dragon","2016","102","Action,Adventure,Comedy",6.7,49229,80
"53341","tt2790236","Beloved Sisters","2014","138","Drama,History,Romance",6.1,1280,37
"53342","tt2793490","Starry Eyes","2014","98","Drama,Fantasy,Horror",6,15952,31
"53343","tt2793930","Maryan","2013","150","Adventure,Drama,Romance",7.2,2454,30
"53344","tt2794596","El-Cin","2013","106","Drama,Fantasy,Horror",5.5,2084,32
"53345","tt2796318","Mickey Virus","2013","135","Comedy,Thriller",6.1,2423,30
"53346","tt2797242","Bombay Talkies","2013","127","Drama",6.7,4494,38
"53348","tt2798456","Scintilla","2014","94","Horror,Sci-Fi",4.7,1735,46
"53350","tt2798920","Annihilation","2018","115","Adventure,Drama,Horror",6.9,227727,48
"53351","tt2799166","The Pyramid","2014","89","Action,Adventure,Horror",4.6,21344,39.5
"53353","tt2800038","Atlas Shrugged: Who Is John Galt?","2014","99","Drama,Mystery,Sci-Fi",4.4,2656,44.5
"53355","tt2800240","Serial (Bad) Weddings","2014","97","Comedy",7,34062,47.6666666666667
"53358","tt2800340","On the Milky Road","2016","125","Comedy,Drama,Fantasy",6.4,3301,64
"53360","tt2801746","Hawaii","2013","102","Drama,Romance",7.3,3747,32.5
"53362","tt2802136","Home Sweet Hell","2015","98","Comedy,Crime,Thriller",5.4,12953,26.5
"53364","tt2802144","Kingsman: The Secret Service","2014","129","Action,Adventure,Comedy",7.7,543500,56.5
"53368","tt2802154","Leviathan","2014","140","Crime,Drama",7.6,43145,48.3333333333333
"53371","tt2803940","Misogynist","2013","77","Drama,Thriller",5.9,2419,39.5
"53373","tt2804026","Aurangzeb","2013","137","Action,Drama,Thriller",6.6,3633,40
"53376","tt2806788","Fukrey","2013","139","Comedy,Drama,Romance",6.9,9480,27
"53377","tt2807410","Rudhramadevi","2015","157","Action,Biography,History",6.1,2404,32.3333333333333
"53380","tt2807624","The Closed Circuit","2013","120","Action,Crime,Drama",6.9,1183,52.75
"53384","tt2808986","Tokyo Tribe","2014","116","Action,Musical",6.5,2722,28
"53385","tt2811878","You and the Night","2013","98","Comedy,Drama,Romance",5.8,1297,36.5
"53387","tt2814362","United Passions","2014","110","Drama,History,Sport",2.1,3872,59.25
"53391","tt2815902","The Childhood of a Leader","2015","115","Drama",6.2,4951,54
"53392","tt2818178","When Animals Dream","2014","84","Drama,Horror,Mystery",5.8,3378,39
"53394","tt2819358","Goynar Baksho","2013","141","Comedy,Drama,Family",7.1,1089,58
"53396","tt2820852","Furious 7","2015","137","Action,Crime,Thriller",7.2,334709,45.25
"53400","tt2821088","Bastards","2013","100","Drama,Romance",6.1,2886,66
"53402","tt2822400","Nothing Bad Can Happen","2013","110","Crime,Drama,Horror",6.9,1233,32
"53404","tt2822578","Gravy","2015","95","Comedy,Horror",5.4,1293,41
"53406","tt2822672","Rock Dog","2016","90","Adventure,Animation,Comedy",5.9,3976,57
"53410","tt2822742","3 Hearts","2014","108","Drama,Romance",5.9,2075,50
"53411","tt2823054","Mike and Dave Need Wedding Dates","2016","98","Adventure,Comedy,Romance",6,74743,31
"53413","tt2824852","Deadly Virtues: Love.Honour.Obey.","2014","87","Drama,Thriller",4.8,1059,31
"53414","tt2825120","Crows Explode","2014","129","Action",6,1189,26.3333333333333
"53417","tt2825230","Blood Punch","2014","104","Horror,Thriller",6.3,2013,25
"53418","tt2828954","7 Minutes","2014","92","Crime,Drama,Thriller",5,2176,29.25
"53422","tt2828996","A Haunted House 2","2014","86","Comedy,Fantasy",4.7,18055,46
"53424","tt2831404","Dr. Cabbie","2014","101","Comedy",6.1,2741,33
"53425","tt2832470","Dead Snow 2: Red vs. Dead","2014","100","Action,Comedy,Horror",6.9,20512,36.5
"53427","tt2835548","Grand Central","2013","94","Drama,Romance",6.2,2236,39.6666666666667
"53430","tt2836252","Fiston","2014","88","Comedy",5.3,1095,37
"53432","tt2837336","Amnesiac","2014","90","Drama,Horror,Mystery",4.3,3124,44.5
"53434","tt2837574","The Old Man & the Gun","2018","93","Biography,Comedy,Crime",6.8,25648,65.6666666666667
"53437","tt2841572","Dancing Arabs","2014","104","Drama",7.3,1525,28
"53438","tt2844798","White God","2014","121","Drama,Fantasy,Horror",6.9,13736,48
"53440","tt2846134","Gunde Jaari Gallanthayyinde","2013","150","Comedy,Drama,Romance",7.2,1239,30
"53441","tt2847438","Der Bunker","2015","85","Comedy,Drama,Horror",6.2,1338,34.3333333333333
"53444","tt2848324","Touched with Fire","2015","106","Drama,Romance",6.2,1951,48.5
"53446","tt2848876","The Painting Pool","2013","92","Drama",7.4,2617,39
"53447","tt2852400","A Touch of Sin","2013","130","Action,Drama",7.1,9055,37.5
"53449","tt2852458","Stranger by the Lake","2013","100","Drama,Romance,Thriller",6.8,11576,39.3333333333333
"53452","tt2853614","9-Month Stretch","2013","82","Comedy,Crime,Mystery",6.4,4189,54
"53454","tt2854894","A Fighting Man","2014","88","Drama,Sport",5.6,1388,55
"53458","tt2854926","Tag","2018","100","Comedy",6.5,84301,44.5
"53462","tt2855648","Madras Cafe","2013","130","Action,Drama,Thriller",7.7,20856,41
"53463","tt2856674","Ramayya Vastavayya","2013","167","Action,Drama",5.2,1642,30
"53464","tt2856930","Gagarin. Pervyy v kosmose","2013","108","Adventure,Biography,Drama",6.6,2316,46.5
"53466","tt2857458","Mortadelo and Filemon: Mission Implausible","2014","91","Animation,Comedy",6.5,1516,55
"53469","tt2859246","Rakuen Tsuiho: Expelled from Paradise","2014","104","Action,Adventure,Animation",6.8,1266,50
"53471","tt2861320","Policegiri","2013","141","Action,Comedy",4.2,1237,55
"53474","tt2861532","A Wolf at the Door","2013","101","Crime,Drama,Thriller",7.4,3106,41
"53475","tt2865074","Real Gangsters","2013","88","Crime,Drama,Mystery",6.7,6946,60.3333333333333
"53478","tt2865120","Ratchet & Clank","2016","94","Action,Adventure,Animation",5.6,9022,56.5
"53482","tt2866360","Coherence","2013","89","Horror,Mystery,Sci-Fi",7.2,89267,42
"53484","tt2866824","Tiger Orange","2014","75","Drama",6.6,1047,26.5
"53486","tt2869728","Ride Along 2","2016","102","Action,Comedy,Crime",5.9,48614,45.6666666666667
"53489","tt2870612","As Above, So Below","2014","93","Adventure,Horror,Mystery",6.2,66792,29.3333333333333
"53492","tt2870708","Wish I Was Here","2014","106","Comedy,Drama",6.7,34877,39
"53493","tt2870756","Magic in the Moonlight","2014","97","Comedy,Romance",6.6,59013,46
"53495","tt2870808","Life Partners","2014","93","Comedy,Drama,Romance",6.2,7799,35
"53496","tt2872518","The Shack","2017","132","Drama,Fantasy",6.3,25996,45.5
"53498","tt2872718","Nightcrawler","2014","117","Crime,Drama,Thriller",7.9,403827,41.6666666666667
"53501","tt2872724","Out of the Dark","2014","92","Horror,Thriller",4.8,3689,53.5
"53503","tt2872732","Lucy","2014","89","Action,Sci-Fi,Thriller",6.4,402739,56.6666666666667
"53506","tt2872750","Shaun the Sheep Movie","2015","85","Adventure,Animation,Comedy",7.4,32881,52
"53509","tt2872810","Mischief Night","2013","87","Drama,Horror,Thriller",4.6,1549,34
"53510","tt2873214","Bad Turn Worse","2013","92","Crime,Drama,Thriller",5.5,1937,49
"53512","tt2873282","Red Sparrow","2018","140","Action,Drama,Thriller",6.6,136197,42.5
"53514","tt2880664","Rednecks","2017","98","Comedy,Musical",7,1177,36
"53516","tt2881034","Proloy","2013","122","Crime",7.2,1060,53
"53518","tt2882328","Ugly","2013","128","Crime,Drama,Mystery",8.1,16732,48
"53519","tt2883352","The Blood Lands","2014","79","Horror,Mystery,Thriller",4.7,2151,40
"53520","tt2883434","Black or White","2014","121","Drama",6.6,10648,47.5
"53522","tt2883512","Chef","2014","114","Adventure,Comedy,Drama",7.3,172989,58
"53525","tt2884018","Macbeth","2015","113","Drama,History,War",6.6,48853,38
"53526","tt2884206","I Origins","2014","106","Drama,Romance,Sci-Fi",7.4,104593,32
"53528","tt2885364","Willow Creek","2013","80","Adventure,Drama,Horror",5.1,9320,36
"53529","tt2886926","Cats Don't Have Vertigo","2014","124","Comedy,Drama",7.3,1507,50
"53530","tt2887322","The Saratov Approach","2013","107","Action,Drama,Thriller",5.6,1962,37
"53534","tt2888046","Ip Man 3","2015","105","Action,Biography,Drama",7.1,38524,47.3333333333333
"53537","tt2889234","Theeya Velai Seiyyanum Kumaru","2013","130","Comedy",6.2,1234,57
"53538","tt2891070","Hippocrates: Diary of a French Doctor","2014","102","Drama",6.8,2368,38.3333333333333
"53541","tt2891174","99 Homes","2014","112","Drama",7.1,26663,42
"53544","tt2893490","Manglehorn","2014","97","Drama",5.6,6557,51.6666666666667
"53547","tt2896036","Living Is Easy with Eyes Closed","2013","108","Comedy,Drama",7.1,5359,39.6666666666667
"53550","tt2900822","Torment","2013","82","Horror,Thriller",4.7,2484,37.6666666666667
"53553","tt2901736","Ilo Ilo","2013","99","Drama",7.3,3782,50
"53554","tt2902898","Ashens and the Quest for the Gamechild","2013","88","Adventure,Comedy",6.3,1476,40
"53557","tt2905674","Jurassic City","2015","88","Action,Adventure,Comedy",3.6,1744,61.5
"53561","tt2905772","Thou Gild'st the Even","2013","107","Drama,Fantasy,Romance",7.9,7791,48
"53562","tt2905838","Bang Bang","2014","153","Action,Adventure,Comedy",5.5,19850,54
"53565","tt2908446","Insurgent","2015","119","Action,Adventure,Sci-Fi",6.2,199457,26
"53567","tt2908856","My Old Lady","2014","107","Comedy,Drama,Romance",6.3,8008,67
"53568","tt2909116","Wolf Totem","2015","121","Adventure,Drama",6.7,5033,37
"53569","tt2909476","Puncture Wounds","2014","96","Action,Drama",4.4,1186,49.3333333333333
"53572","tt2910508","Dark Summer","2015","81","Horror,Thriller",4.3,2995,23.5
"53574","tt2910814","The Signal","2014","97","Drama,Mystery,Sci-Fi",6.1,58369,39
"53576","tt2910904","The Dressmaker","2015","119","Comedy,Drama",7.1,46767,40
"53578","tt2911666","John Wick","2014","101","Action,Crime,Thriller",7.4,445796,47.75
"53582","tt2911668","Beyond the Reach","2014","91","Thriller",5.6,8742,47
"53584","tt2911674","Tiger House","2015","80","Action,Crime,Drama",5.2,3515,41.3333333333333
"53587","tt2912578","Ankur Arora Murder Case","2013","129","Drama,Thriller",6.5,1337,39.5
"53589","tt2914838","R100","2013","99","Comedy,Drama",6.1,2133,41
"53590","tt2914892","The Seventh Dwarf","2014","87","Adventure,Animation,Comedy",4.6,1002,49.5
"53594","tt2915160","Bethlehem","2013","99","Drama,Thriller,War",7.1,1905,28.5
"53596","tt2916416","Over Your Dead Body","2014","93","Horror",6.1,1006,39
"53597","tt2917336","The Dead 2: India","2013","98","Horror",5.2,1662,39
"53598","tt2917388","Kidnapping Mr. Heineken","2015","95","Action,Crime,Drama",6.1,17713,48.25
"53602","tt2918436","The Lazarus Effect","2015","83","Horror,Mystery,Sci-Fi",5.2,37636,33.5
"53604","tt2918606","The Hollow Point","2016","97","Crime,Drama,Thriller",5.4,4670,59.6666666666667
"53607","tt2918988","Hunter X Hunter: Phantom Rouge","2013","97","Adventure,Animation",6.9,1364,28.6666666666667
"53610","tt2920808","God's Pocket","2014","88","Crime,Drama",6.1,10085,57
"53613","tt2922382","Neram","2013","117","Action,Drama,Romance",7.5,3934,29.5
"53615","tt2922440","Nice and Easy","2014","93","Comedy",6.5,1062,37.5
"53617","tt2923088","The Windmill","2016","85","Drama,Horror",4.8,3614,37.5
"53619","tt2923316","American Heist","2014","94","Action,Crime,Drama",5.1,15539,38.3333333333333
"53622","tt2923834","The Last Scout","2017","107","Sci-Fi",4.7,1365,42.5
"53624","tt2924392","Higher Power","2018","93","Action,Sci-Fi,Thriller",5.3,2142,56.5
"53626","tt2924442","The Pact II","2014","96","Horror,Mystery,Thriller",4.4,3074,29
"53627","tt2924472","Mumbai Police","2013","145","Mystery,Thriller",8,4373,31
"53628","tt2925768","Ned Rifle","2014","85","Drama",6.3,1240,39
"53630","tt2926068","Manam","2014","163","Comedy,Drama,Fantasy",8,8821,58
"53633","tt2926810","ABCs of Death 2","2014","125","Comedy,Horror",5.4,7394,40
"53635","tt2927212","Dear Eleanor","2016","89","Adventure,Comedy,Drama",6.1,1513,45
"53637","tt2929652","Road Games","2015","95","Horror,Mystery,Thriller",5.4,3010,40.5
"53639","tt2929890","In the Name of My Daughter","2014","116","Crime,Drama",6.1,1406,41
"53640","tt2932536","47 Meters Down","2017","89","Adventure,Drama,Horror",5.6,38856,49
"53642","tt2933004","Panama","2015","97","Drama,Romance,Thriller",5.5,1243,31.3333333333333
"53645","tt2933544","5 Flights Up","2014","88","Comedy,Drama",6.2,7885,77
"53646","tt2935476","Far from the Madding Crowd","2015","119","Drama,Romance",7.1,41056,38
"53649","tt2935564","The Connection","2014","135","Action,Crime,Thriller",7.1,8932,42
"53651","tt2936180","Far from Men","2014","101","Drama,War,Western",7.2,5842,46.5
"53653","tt2936390","Battle Drone","2018","93","Action,Sci-Fi",5.6,1906,56
"53655","tt2936884","Lost in Paris","2016","83","Comedy",6.3,2291,82
"53656","tt2937366","Little Evil","2017","94","Comedy,Horror",5.7,15832,44
"53657","tt2937696","Everybody Wants Some!!","2016","117","Comedy",7,47573,27.3333333333333
"53660","tt2937898","A Most Violent Year","2014","125","Crime,Drama,Thriller",7,60088,38.3333333333333
"53663","tt2938956","The Transporter Refueled","2015","96","Action,Adventure,Crime",5.2,36166,41
"53666","tt2939912","Traffic","2016","104","Adventure,Drama,Thriller",6.7,2287,43
"53669","tt2942522","Moebius","2013","89","Drama,Horror",6.4,4410,31.5
"53671","tt2943352","November 10th","2015","99","Action,Adventure,Animation",7.7,2665,33.5
"53673","tt2944198","Backcountry","2014","92","Adventure,Drama,Horror",6,15799,46.6666666666667
"53676","tt2946498","Live Nude Girls","2014","100","Comedy",4.1,1061,41
"53679","tt2947832","Bro's Before Ho's","2013","87","Comedy",6.4,5419,43
"53681","tt2948078","Lake Eerie","2016","104","Horror,Sci-Fi,Thriller",4.9,5753,64.5
"53683","tt2948160","Corbin Nash","2018","94","Action,Horror,Thriller",5.2,4236,67
"53687","tt2948266","Dealin' with Idiots","2013","88","Comedy",5.4,1180,47.5
"53689","tt2948356","Zootopia","2016","108","Adventure,Animation,Comedy",8,382479,45.5
"53691","tt2948472","Lion's Heart","2013","94","Comedy,Drama,Romance",6.7,2290,55.5
"53693","tt2948566","Bleed","2016","82","Horror,Thriller",3.6,1498,37
"53695","tt2948712","Anarchy Parlor","2015","98","Horror",4.7,1937,37.5
"53697","tt2948790","Return to Sender","2015","92","Drama,Thriller",5.1,10842,52
"53699","tt2948840","Life","2015","111","Biography,Drama",6.1,6588,29
"53701","tt2949296","I Am Your Father","2015","83","Biography,Documentary",6.6,1696,62
"53702","tt2949626","Toscaanse bruiloft","2014","104","Comedy,Romance",5.2,1544,61
"53703","tt2950052","Bravetown","2015","112","Drama,Music",6.3,3313,34
"53705","tt2950236","The Living","2014","89","Crime,Drama,Mystery",6.2,1957,43
"53708","tt2950330","The Pool","2014","76","Horror",5.4,1013,56.5
"53710","tt2950418","Greater","2016","130","Biography,Family,Sport",7.2,3435,63
"53712","tt2952602","Kung Fu Jungle","2014","100","Action,Drama",6.5,8746,40.5
"53714","tt2953762","I, Olga Hepnarová","2016","105","Biography,Crime,Drama",6.6,1845,42
"53715","tt2954474","Visions","2015","82","Horror,Mystery",5.3,8978,42
"53716","tt2955096","Happy Christmas","2014","82","Comedy,Drama",5.5,7214,34
"53717","tt2955316","Spanish Affair","2014","98","Comedy,Romance",6.6,14819,44
"53719","tt2956300","ABCD: American-Born Confused Desi","2013","166","Comedy",6.7,2132,27
"53720","tt2957760","Extortion","2017","108","Action,Adventure,Crime",6.2,5786,36.5
"53722","tt2957774","The White Storm","2013","140","Action,Crime,Thriller",6.7,1898,52.5
"53726","tt2960270","Love Steaks","2013","89","Comedy,Drama,Romance",6.2,1493,27
"53727","tt2960450","The Galapagos Affair: Satan Came to Eden","2013","120","Biography,Crime,Documentary",6.8,1203,51
"53729","tt2960930","Extraterrestrial","2014","101","Horror,Mystery,Sci-Fi",5,13656,29
"53731","tt2962726","The Anomaly","2014","97","Action,Sci-Fi,Thriller",4.8,6822,47.6666666666667
"53734","tt2962876","The Road Within","2014","100","Comedy,Drama",7.1,12757,35.3333333333333
"53737","tt2962984","Girlfriend's Day","2017","65","Comedy,Drama",5.2,2934,65.5
"53739","tt2964120","Wood Job!","2014","116","Adventure,Comedy",7.5,1902,42.3333333333333
"53742","tt2965412","Comet","2014","91","Comedy,Drama,Romance",6.8,16199,37
"53744","tt2965842","Raspberry Boat Refugee","2014","94","Comedy,Romance",6,1241,39
"53746","tt2967006","The Trip to Italy","2014","108","Comedy,Drama",6.6,13658,49
"53748","tt2967008","The Face of an Angel","2014","101","Crime,Drama",4.6,4205,36
"53749","tt2967224","Hot Pursuit","2015","87","Action,Comedy,Crime",5.1,44685,40
"53751","tt2967226","Killing Hasselhoff","2017","80","Comedy",4.4,1827,48.25
"53755","tt2967286","Steins Gate the Movie: Load Region of Déjà vu","2013","90","Animation,Drama,Mystery",7.8,4612,35.5
"53757","tt2967578","Secretly, Greatly","2013","124","Action,Comedy,Drama",6.9,2997,22.5
"53759","tt2968804","Drive Hard","2014","92","Action,Comedy,Crime",4.4,3901,46.5
"53761","tt2969050","Dampfnudelblues","2013","95","Comedy,Crime",7,1371,47.3333333333333
"53764","tt2969522","Montage","2013","120","Drama,Thriller",7.4,4447,48
"53766","tt2969656","Cold Eyes","2013","119","Action,Crime,Thriller",7.2,5363,42.5
"53768","tt2969776","Le crocodile du Botswanga","2014","90","Comedy",5.2,1153,32
"53770","tt2972362","Hwayi: A Monster Boy","2013","126","Action,Thriller",7,3260,41.6666666666667
"53773","tt2972482","Kundo: Age of the Rampant","2014","137","Action",6.8,2668,35.6666666666667
"53776","tt2973516","Killer Toon","2013","104","Horror,Thriller",6.4,1422,49.5
"53778","tt2974050","Cool Cat Saves the Kids","2015","75","Crime,Family,Horror",4.5,4832,59.5
"53780","tt2974918","Alvin and the Chipmunks: The Road Chip","2015","92","Adventure,Animation,Comedy",5.1,14477,36.25
"53784","tt2975578","The Purge: Anarchy","2014","103","Action,Horror,Sci-Fi",6.5,126065,40.5
"53786","tt2975590","Batman v Superman: Dawn of Justice","2016","151","Action,Adventure,Fantasy",6.5,576090,36.6666666666667
"53789","tt2976176","Lakshmi","2014","115","Drama",8.1,1207,41
"53790","tt2976182","Roy","2015","146","Action,Drama,Mystery",3.3,6675,38
"53792","tt2976920","Violette","2013","139","Biography,Drama,Romance",7,1773,50
"53793","tt2977090","Alex of Venice","2014","86","Drama",5.8,2768,48.3333333333333
"53796","tt2978102","Term Life","2016","93","Crime,Drama,Thriller",5.5,5934,58.6666666666667
"53799","tt2978426","The Missionaries","2014","88","Comedy,Romance",5.4,1784,61
"53801","tt2978462","Dolphin Tale 2","2014","107","Drama,Family",6.4,7565,46.5
"53803","tt2978576","Bill","2015","94","Comedy,Family,History",6.5,1636,37.6666666666667
"53806","tt2978626","It's Entertainment","2014","140","Action,Comedy",4.7,6667,51
"53809","tt2979336","Vaterfreuden","2014","110","Comedy,Romance",5.6,2319,34
"53812","tt2979920","Bombay Velvet","2015","149","Action,Crime,Drama",5.7,5024,38
"53814","tt2980210","A Hologram for the King","2016","98","Comedy,Drama,Romance",6.1,36003,43
"53817","tt2980472","Just Before I Go","2014","95","Comedy,Drama",6.4,16568,44
"53819","tt2980516","The Theory of Everything","2014","123","Biography,Drama,Romance",7.7,360964,32
"53820","tt2980554","The Girl in the Book","2015","86","Drama",6.2,3680,52
"53821","tt2980592","The Guest","2014","100","Action,Crime,Horror",6.7,82008,34.5
"53823","tt2980648","The Hundred-Foot Journey","2014","122","Comedy,Drama",7.3,69476,47.5
"53825","tt2980706","Planes: Fire & Rescue","2014","83","Adventure,Animation,Comedy",6,15257,55.6666666666667
"53828","tt2980708","Let's Kill Ward's Wife","2014","82","Comedy,Crime",5.4,5161,39
"53829","tt2980794","Highway","2014","133","Crime,Drama,Romance",7.7,23392,38
"53830","tt2987732","Suck Me Shakespeer","2013","119","Comedy",7,24476,31
"53831","tt2988020","Aagadu","2014","165","Action,Comedy",5.5,3152,40
"53833","tt2988272","Shuddh Desi Romance","2013","141","Drama,Romance",5.8,5584,44
"53835","tt2989350","Dare to Be Wild","2015","100","Biography,Drama,Romance",6.4,1067,35
"53837","tt2989524","Carrie Pilby","2016","98","Comedy,Drama",6.6,5163,63
"53839","tt2990126","100 Streets","2016","93","Drama",5.7,3326,37.5
"53841","tt2990140","The Christmas Chronicles","2018","104","Adventure,Comedy,Family",7.1,35146,54.5
"53843","tt2990738","The Terror Live","2013","97","Action,Thriller",7.1,4789,41
"53846","tt2991092","Eastern Boys","2013","128","Crime,Drama,Romance",6.9,2876,54
"53847","tt2991224","Tangerines","2013","87","Drama,War",8.2,33435,58.5
"53849","tt2991296","Beneath","2013","89","Adventure,Horror",5.5,3927,49.5
"53853","tt2991516","13/13/13","2013","86","Horror",3.4,1501,35
"53854","tt2992146","Young Detective Dee: Rise of the Sea Dragon","2013","134","Action,Adventure,Drama",6.5,3937,34.5
"53856","tt2992152","Personal Tailor","2013","118","Comedy,Drama",5.2,1007,59
"53857","tt2992524","The Guvnors","2014","95","Thriller",5.8,2655,38.3333333333333
"53860","tt2993698","Number 55","2014","90","Action,History,War",7.2,1210,38
"53863","tt2994190","Camp X-Ray","2014","117","Drama,War",6.9,36661,39
"53865","tt2994948","Deep in the Darkness","2014","100","Horror,Thriller",4.7,2389,61
"53867","tt2996684","Animal","2014","86","Action,Adventure,Drama",4.8,5852,37
"53869","tt2997766","De nieuwe wildernis","2013","97","Documentary",7.3,1397,54
"53870","tt2998406","No Stranger Than Love","2015","89","Comedy,Romance",5,1990,35.5
"53872","tt3001638","Mary Kom","2014","122","Action,Biography,Drama",6.8,9146,57
"53873","tt3003668","Unbeatable","2013","122","Action,Drama",7.2,2482,35.3333333333333
"53876","tt3003800","Amour Fou","2014","96","Comedy,Drama",6.3,1230,39
"53878","tt3004746","The 11th Hour","2014","97","Drama,Thriller",5.1,1445,49.3333333333333
"53881","tt3004774","Tigers","2014","94","Drama,Thriller",7.3,1102,40.3333333333333
"53884","tt3005242","Cantinflas","2014","102","Biography,Comedy,Drama",6.6,3574,43.5
"53886","tt3006576","Simple Agi Ondh Love Story","2013","130","Comedy,Romance",8,1704,30
"53887","tt3007132","Daylight's End","2016","105","Action,Fantasy,Horror",5.4,4192,60
"53890","tt3007302","Boy Meets Girl","2014","95","Comedy,Drama,Romance",7,3894,27
"53891","tt3007512","The Water Diviner","2014","111","Drama,History,War",7.1,66529,39
"53893","tt3008014","The Face Reader","2013","140","Drama,History",6.9,1752,50.6666666666667
"53896","tt3009070","The Goob","2014","84","Drama,Romance",5.7,1036,48
"53897","tt3010660","Stromberg - Der Film","2014","123","Comedy",7.3,6554,47
"53899","tt3011894","Wild Tales","2014","122","Comedy,Drama,Thriller",8.1,150845,55
"53900","tt3011960","Hangman","2017","98","Crime,Mystery,Thriller",5.2,10347,52.3333333333333
"53903","tt3013160","Alien Arrival","2016","95","Action,Adventure,Sci-Fi",4.5,1842,54
"53904","tt3013528","The Harry Hill Movie","2013","88","Adventure,Comedy,Musical",3.7,1870,40
"53907","tt3013588","Avis de mistral","2014","105","Drama,Romance",6.6,2820,66
"53908","tt3013602","Babysitting","2014","85","Comedy",6.8,7903,36
"53910","tt3013610","Mia Madre","2015","106","Drama",6.8,6200,60
"53912","tt3014284","The Lego Ninjago Movie","2017","101","Action,Adventure,Animation",6,18840,46.25
"53916","tt3014666","Moms' Night Out","2014","98","Comedy",5.5,12392,47.5
"53918","tt3014866","Criminal","2016","113","Action,Crime,Drama",6.3,51578,53
"53921","tt3014910","Finding Altamira","2016","97","Drama,History",5.9,2086,52
"53925","tt3017412","Happy Ending","2014","135","Comedy,Romance",5.5,3068,43
"53927","tt3017864","Ghost in the Shell Arise: Border 2 - Ghost Whisper","2013","57","Action,Animation,Sci-Fi",7.3,2333,42.5
"53929","tt3018070","Stonewall","2015","129","Drama,History",5.1,3000,25.6666666666667
"53932","tt3019620","Titli","2014","116","Action,Drama,Thriller",7.6,3569,42
"53933","tt3019694","Not My Day","2014","110","Action,Adventure,Comedy",6.6,3923,37.5
"53935","tt3019796","Nicholas on Holiday","2014","97","Comedy,Family",6.2,2116,49.5
"53937","tt3021360","Faults","2014","89","Comedy,Crime,Drama",6.7,6934,56.3333333333333
"53940","tt3022458","The Shamer's Daughter","2015","96","Adventure,Drama,Fantasy",6,2900,27.5
"53942","tt3026488","Alone in Berlin","2016","103","Drama,History,War",6.5,6371,50.6666666666667
"53945","tt3026824","Solo","2013","76","Thriller",5.9,1303,40
"53946","tt3028018","Blue Exorcist: The Movie","2012","88","Animation,Fantasy",7.2,1557,39.5
"53948","tt3029476","Pressure","2015","91","Drama,Thriller",5.7,4415,39
"53951","tt3029556","Rurouni Kenshin Part III: The Legend Ends","2014","134","Action,Adventure,Drama",7.6,7490,37.75
